,NUID,FirstName,LastName,DOB,Email,Gender,OnCampus,GraduationDate,StreetAddress,City,State,Zipcode,CountryOfOrigin,EmpStatus,CoopStatus,Home_Address,Home_City,Home_State,Home_Zipcode,Prof_Address,Prof_City,Prof_State,Prof_Zipcode
187,7402945,Jamie,Savage,1946-07-07,jamie.s@northeastern.edu,F,No,2022-06-09,723 Ashley Park Apt. 379,Courtneyton,Arizona,12567,United States Minor Outlying Islands,Unemployed,No,860 Jimenez Neck,Nicolebury,Colorado,97309,716 White Isle,Jasonstad,Oklahoma,03533
188,5476427,Victoria,Hale,2000-02-11,victoria.h@northeastern.edu,M,No,2022-07-15,6811 Gregory Fort,West James,Maryland,58125,Haiti,Employed,No,53901 Karen Course Suite 306,Brownfort,Washington,05596,484 Katherine Common Suite 406,Danabury,North Dakota,59876
189,9451381,Monica,Jones,1961-10-19,monica.j@northeastern.edu,F,No,2025-02-09,360 Stokes Ridge,Johnsonberg,Indiana,99057,Northern Mariana Islands,Unemployed,Yes,683 Cross Drive Suite 404,South Chloechester,Michigan,64882,406 Timothy Trail Apt. 815,West Neilchester,New York,13359
190,8415800,Kelly,Johnson,1919-03-02,kelly.j@northeastern.edu,M,No,2025-03-07,4941 Smith Square Apt. 484,South Oliviaside,Oklahoma,19544,Vietnam,Employed,No,6664 Harris Fall,Johnmouth,Massachusetts,11315,486 Megan Loop Suite 986,Debramouth,Montana,25453
191,3762348,Ashley,Murphy,1964-12-24,ashley.m@northeastern.edu,F,No,2025-07-03,8496 Jeremy Views Suite 929,North Veronicaview,Connecticut,81959,Hong Kong,Unemployed,No,48290 Rodriguez Haven Apt. 970,East Johnfort,Massachusetts,62866,3081 Mcmillan View,Kristyview,Kansas,53049
192,4464207,Priscilla,Jones,1957-04-11,priscilla.j@northeastern.edu,M,No,2025-03-09,54079 Michael Station,Mayhaven,Nebraska,48392,Bolivia,Employed,Yes,935 Williams Heights Apt. 279,West Jeromebury,Maine,14911,213 Sean Orchard,Rodriguezchester,Colorado,92352
193,4264872,Jessica,Anderson,1999-07-06,jessica.a@northeastern.edu,F,No,2023-02-03,0955 Davis Shoal Apt. 390,East Kimberlyland,Massachusetts,38796,Honduras,Unemployed,No,7976 Diaz Mountain,North Johnmouth,Alaska,53294,729 Ponce Station Suite 375,Kristiburgh,Michigan,38820
194,6383357,Derek,Hanna,1956-10-29,derek.h@northeastern.edu,M,No,2025-05-31,763 Carter Squares,New Jessica,Georgia,87313,Paraguay,Employed,No,144 Andrew Squares Suite 148,Colinland,Oklahoma,42167,16453 Gentry Corner,Gonzalezton,Arizona,49219
195,2712495,Maurice,Henderson,1932-08-15,maurice.h@northeastern.edu,F,No,2024-04-20,8205 Rios Stream,West Courtney,Georgia,69930,Guinea,Unemployed,Yes,179 Jones Cliffs,East Leslie,Rhode Island,56461,42707 Turner Rapid Suite 508,Saraberg,Wisconsin,18071
196,5875496,Karen,Rasmussen,1943-03-25,karen.r@northeastern.edu,M,No,2024-02-10,611 Johnson Coves,South Aaron,West Virginia,79146,Korea,Employed,No,5063 Yoder Garden Apt. 872,New Erin,Arkansas,33917,5645 Williams Crest Apt. 052,North Krista,Michigan,66740
197,9435315,Amanda,King,1966-10-30,amanda.k@northeastern.edu,F,No,2025-01-03,77098 White Vista,Glennview,Minnesota,28125,Estonia,Unemployed,No,55444 Fuentes Way Suite 617,Torresstad,Arizona,90310,39832 Kenneth Circle,North Carlton,Maine,71318
198,1174044,Melissa,Atkinson,2008-06-20,melissa.a@northeastern.edu,M,No,2022-01-16,0310 Miller Stravenue Suite 163,Jennifertown,North Carolina,57134,Montenegro,Employed,Yes,31166 Jesse Roads,Loganfort,Alaska,29259,11326 Carson Station Apt. 947,West Geraldburgh,Colorado,06307
199,7525003,Todd,Duncan,2020-09-16,todd.d@northeastern.edu,F,No,2024-11-26,378 Joseph Coves,West Sandra,Colorado,71880,Bosnia and Herzegovina,Unemployed,No,866 Thomas Forks,North Donaldton,North Carolina,32114,229 Key Station,Markborough,North Carolina,14809
200,7577622,Claudia,Johnson,1922-04-07,claudia.j@northeastern.edu,M,No,2022-10-25,399 Amanda Corners,Port Richard,Nevada,84786,Tanzania,Employed,No,56025 Dillon Track Suite 146,New Julia,Nebraska,56681,18840 Johnson Green,Barnettburgh,Iowa,33542
201,3850689,Lisa,Wood,1988-03-28,lisa.w@northeastern.edu,F,No,2023-02-05,602 Townsend Ports,East Kimberly,Illinois,93388,Spain,Unemployed,Yes,861 Mcguire Ramp Suite 848,Timothyfurt,Vermont,08505,51012 Brian Mills,North Erica,South Dakota,92077
202,3153078,Sue,White,2014-04-18,sue.w@northeastern.edu,M,No,2024-09-25,01579 Phillip Turnpike Suite 402,Curryburgh,West Virginia,78496,Rwanda,Employed,No,287 Gardner Plaza Apt. 495,Stephanieton,Utah,01936,6354 Kelley Loaf,New Susantown,Iowa,61626
203,1215650,Brandy,Lee,1927-01-11,brandy.l@northeastern.edu,F,No,2025-08-05,230 Watkins Center,South Vanessahaven,Nebraska,98190,Mozambique,Unemployed,No,3931 Harris Freeway,Jeremybury,West Virginia,47833,674 Schultz Oval,Leburgh,Illinois,62610
204,7980237,Brenda,Trujillo,1924-10-10,brenda.t@northeastern.edu,M,No,2025-12-15,75202 Ellen Squares,Darrellstad,New Hampshire,19150,Heard Island and McDonald Islands,Employed,Yes,64280 Vincent Fall Suite 363,New Christopherburgh,Arizona,29600,4380 Kimberly Heights Suite 485,Garrisontown,Virginia,61229
205,6618921,Brenda,Haley,1996-03-09,brenda.h@northeastern.edu,F,No,2023-06-28,4110 Elizabeth Parkways,New Danielport,New York,59305,Niue,Unemployed,No,93266 Wilson Manors Apt. 911,North Bryanport,Illinois,69786,9821 Smith Glen Apt. 207,Port Alexis,Ohio,04878
206,8949936,Justin,Johnson,1970-05-17,justin.j@northeastern.edu,M,No,2022-05-28,29427 Linda Bypass,Scottmouth,Connecticut,71956,Samoa,Employed,No,941 Katherine Terrace,Johnborough,South Carolina,10517,9458 Theresa Crest,Lake Caleb,Arkansas,11523
207,2631648,Julie,Bridges,1970-01-23,julie.b@northeastern.edu,F,No,2024-10-27,74626 Wilson Key Apt. 901,Chadmouth,Florida,01804,Guatemala,Unemployed,Yes,62141 Williams Gateway Apt. 153,Bakermouth,Oklahoma,62513,467 Howell Hollow Apt. 957,North Erinville,Delaware,64529
208,1464127,Anna,Webb,1974-08-05,anna.w@northeastern.edu,M,No,2022-09-24,39895 Eaton Divide,Shannonside,Wisconsin,73782,Indonesia,Employed,No,1828 Green Lodge Suite 934,East Karen,Iowa,45759,238 Leach Village Suite 681,East Alice,Kansas,37800
209,6709160,Matthew,Stephens,1985-07-26,matthew.s@northeastern.edu,F,No,2025-08-10,75696 Joseph Courts,North Molly,Montana,46893,Cyprus,Unemployed,No,93394 Jones Plains Suite 806,Rhodesbury,Maine,01066,8240 Ortega Forges Suite 094,Sethport,Wyoming,50470
210,6159306,Amy,Love,1995-06-20,amy.l@northeastern.edu,M,No,2025-04-30,9579 Meagan Points,Ramosbury,West Virginia,42848,Malaysia,Employed,Yes,447 Elliott Dam Apt. 331,Lake Annette,Delaware,30327,54537 Knight Meadow,South Christopherside,Illinois,94870
211,6616560,Isaac,Price,2003-12-21,isaac.p@northeastern.edu,F,No,2022-05-18,0010 Jennifer Squares,West Paige,New Hampshire,31166,United States Virgin Islands,Unemployed,No,581 Jeremy Avenue,Port Brendamouth,Indiana,95597,89415 Rebecca Mills Suite 410,West Sharonport,Wisconsin,11598
212,3006580,Christopher,Klein,2005-01-06,christopher.k@northeastern.edu,M,No,2025-11-04,58546 Bennett Branch Suite 948,Amberhaven,North Carolina,75379,France,Employed,No,92280 Chavez Corner Apt. 332,East Lucas,Kentucky,69789,2261 Levi Groves Suite 457,East Dannymouth,Indiana,01775
213,9210929,Gina,Brown,1963-10-29,gina.b@northeastern.edu,F,No,2024-05-05,90453 Ashley Plaza Apt. 108,Simmonsland,Rhode Island,52311,Congo,Unemployed,Yes,42242 Jones Locks Apt. 464,Thomasberg,South Carolina,09021,597 Jose Lakes,Port Amy,Arizona,80407
214,3500543,Susan,Walker,1984-03-30,susan.w@northeastern.edu,M,No,2023-10-11,327 Jackson Via Suite 298,New Brittany,Pennsylvania,32715,Thailand,Employed,No,9468 Hensley Green Apt. 423,West Frederickhaven,New Mexico,38280,234 White Via,Perezfurt,Colorado,45572
215,2893030,Charles,Cooper,1916-02-27,charles.c@northeastern.edu,F,No,2025-12-23,353 Laura Tunnel,East Anthony,Illinois,74267,Nicaragua,Unemployed,No,99655 Mckinney Coves,Schwartzberg,Nebraska,35838,6275 Diane Circles Suite 405,Port Kevinbury,West Virginia,12020
216,5982431,Bill,Ortiz,1933-01-03,bill.o@northeastern.edu,M,No,2022-08-29,58098 David Run,Port Christina,Hawaii,40378,Saint Kitts and Nevis,Employed,Yes,57116 Bradley Orchard Apt. 017,Lake Amanda,Indiana,83693,3124 Caldwell Flats Apt. 773,Snyderport,Alabama,34812
217,4384424,Haley,Bradley,1942-09-19,haley.b@northeastern.edu,F,No,2022-05-06,6464 Miller Wells Suite 217,East Ann,Nebraska,89936,Bangladesh,Unemployed,No,539 Hampton Ports Apt. 956,North Suzanneberg,Maryland,16853,507 Kristie Station,Mirandaview,Montana,31746
218,9893239,Darius,Collins,1936-08-11,darius.c@northeastern.edu,M,No,2022-01-01,852 Heather Extension,Michelleport,Virginia,70857,Cyprus,Employed,No,388 Rogers Inlet,South Brianshire,Maryland,64877,35199 Townsend Freeway,Matthewburgh,Vermont,87632
219,8049630,Kristin,Best,2001-07-11,kristin.b@northeastern.edu,F,No,2022-01-20,85271 Charles Turnpike,Erikaside,Mississippi,10558,Azerbaijan,Unemployed,Yes,51787 Mooney Isle,Mullinstown,Michigan,44056,3058 Chad Ways Suite 160,Jenniferburgh,Tennessee,94637
220,6453229,Zachary,Campbell,1920-08-15,zachary.c@northeastern.edu,M,No,2022-06-27,6451 Shane Camp,North Michelleland,Tennessee,43910,Syrian Arab Republic,Employed,No,83035 Quinn Rapid Apt. 006,Lisaside,Arizona,73485,76198 Sara Crossroad Suite 841,Port Kristenmouth,Hawaii,24926
221,3110513,Michael,Heath,1996-02-12,michael.h@northeastern.edu,F,No,2023-05-09,9502 Kevin Springs,South Christina,Oklahoma,18738,Tuvalu,Unemployed,No,706 King Crossing Suite 444,Glenport,Oregon,96218,68953 Rivera Radial,South Javier,Georgia,51473
222,4283550,Sarah,Greene,1929-03-05,sarah.g@northeastern.edu,M,No,2022-08-09,146 Morgan Overpass,Valeriehaven,Hawaii,65364,Somalia,Employed,Yes,380 Davis Court Apt. 545,Middletonview,Wisconsin,79591,61514 Ralph Oval Apt. 597,South Kathleen,Texas,29876
223,1178632,Felicia,Gordon,1983-04-19,felicia.g@northeastern.edu,F,No,2023-01-19,4900 Henry Island Apt. 467,Lake Gabriela,Kentucky,10591,Spain,Unemployed,No,88994 Morris Street,Michelleborough,Montana,05495,4795 William Spur Apt. 411,Kennethview,Nebraska,57724
224,8787365,Thomas,Pratt,1998-01-25,thomas.p@northeastern.edu,M,No,2023-01-24,77511 Fernandez Ports Apt. 701,Amandaview,Colorado,25980,San Marino,Employed,No,255 Michael Street Suite 113,West Meganbury,Hawaii,03122,0974 Hernandez Knoll Suite 322,Jamesberg,New Hampshire,43638
225,1056242,Allison,Williams,1914-06-20,allison.w@northeastern.edu,F,No,2025-09-10,2899 Ricky River,Williamshire,Connecticut,44101,Dominica,Unemployed,Yes,5331 Perez Dale Apt. 197,West John,West Virginia,59440,21066 Richardson Plaza,Bryceshire,Tennessee,03760
226,4592678,Steven,Velasquez,1927-03-05,steven.v@northeastern.edu,M,No,2025-07-17,3665 Angela Forge,New Lisafurt,North Carolina,40987,Denmark,Employed,No,81756 Dillon Ville,Lake Brandy,Wyoming,71062,3556 Cristina Square,West Petermouth,Illinois,78828
227,3138512,Crystal,Harris,1979-11-23,crystal.h@northeastern.edu,F,No,2024-01-24,9588 Julia Terrace,Richardsonville,West Virginia,95613,Saint Pierre and Miquelon,Unemployed,No,652 Black Manors Suite 763,Port Andrewberg,Maine,36360,776 Samantha Loop Suite 981,Johnshire,Texas,72045
228,4152316,Matthew,White,2001-01-30,matthew.w@northeastern.edu,M,No,2024-08-11,41703 Walker Crossing Apt. 526,Devintown,Maryland,54909,Colombia,Employed,Yes,207 Ryan Union,Ramirezborough,Pennsylvania,16473,2523 Crystal Passage,Palmerville,Louisiana,37567
229,6785126,Andrew,Owen,1926-12-31,andrew.o@northeastern.edu,F,No,2022-06-21,15426 Rhonda Manor,Wiseshire,North Dakota,66558,Egypt,Unemployed,No,073 Poole Motorway,Jamesstad,Kansas,29481,804 Maurice Views,Craigberg,New York,42725
230,4104833,Adam,Chan,1973-05-06,adam.c@northeastern.edu,M,No,2023-08-24,5332 Arnold Village,Kevinside,Washington,13034,New Zealand,Employed,No,92910 Robert Mission Apt. 444,Watsonside,Alabama,23408,1059 John Passage,Juanhaven,Utah,57360
231,9241033,Mary,Crosby,1920-01-30,mary.c@northeastern.edu,F,No,2022-01-02,89434 Johnson Lodge Suite 136,East Donaldstad,Washington,91910,Pitcairn Islands,Unemployed,Yes,0599 Duncan Mills Suite 513,Ballardburgh,Maryland,59111,586 Nancy Lights Suite 433,Port Xavier,Massachusetts,34700
232,7404083,Maria,Conrad,1962-01-25,maria.c@northeastern.edu,M,No,2025-11-04,274 Nancy Fall,North Krystal,Montana,05585,Switzerland,Employed,No,18074 Jessica Trace Suite 453,Jamiestad,Colorado,64522,319 Ryan Bypass Apt. 124,Lake Amandabury,Wyoming,09987
233,9695661,Sonya,Ramos,1922-07-28,sonya.r@northeastern.edu,F,No,2025-03-13,4360 Steven Shore Suite 183,Mcleanfurt,Utah,04005,Yemen,Unemployed,No,589 Stevens Loop,Port Julie,Pennsylvania,06042,059 Zachary Lodge,Gilmorehaven,Missouri,70388
234,5896419,Alexis,Greene,1956-08-07,alexis.g@northeastern.edu,M,No,2025-11-26,19617 Catherine Corners,Cohenside,Wyoming,38128,Martinique,Employed,Yes,81016 Robert Key Apt. 099,Samuelmouth,New York,46312,936 Evans Underpass,Duaneview,Ohio,44703
235,9451903,Sandra,Gregory,1954-02-09,sandra.g@northeastern.edu,F,No,2022-01-11,56519 Martin Field,Nancyton,Georgia,86188,Honduras,Unemployed,No,75230 Banks Greens Apt. 281,Alejandromouth,South Carolina,58201,0022 Schneider Ford,West Kayla,Michigan,63428
236,4054535,Angela,Hickman,1998-01-16,angela.h@northeastern.edu,M,No,2022-08-04,339 Amy Lake Suite 031,Knightburgh,Montana,15652,Lao People's Democratic Republic,Employed,No,5737 Stephanie Port Suite 747,Jessicachester,New Hampshire,07258,2552 Sophia Turnpike,Jordanside,Rhode Island,17133
237,6341848,Emily,Dunn,1938-06-17,emily.d@northeastern.edu,F,No,2024-09-23,53983 Darrell Rue,North Manuelmouth,West Virginia,95409,Haiti,Unemployed,Yes,9590 Maureen Pines,Ryanchester,Colorado,66058,7848 Angela Land,West Omarbury,Tennessee,43083
238,4832924,Bonnie,Lambert,1971-05-13,bonnie.l@northeastern.edu,M,No,2024-08-09,9841 Williams Forks Suite 680,New Samanthafurt,Wisconsin,58983,New Zealand,Employed,No,3988 Robinson Valleys,Longhaven,New Mexico,59065,2612 Stephanie Groves,Greeneburgh,Ohio,40560
239,6547198,Sarah,Estes,1998-08-15,sarah.e@northeastern.edu,F,No,2024-11-24,3546 Heather Grove Apt. 590,Port Angela,New York,17826,Myanmar,Unemployed,No,3308 Julia Cape Apt. 613,North Kathy,Oklahoma,30726,109 Gary Flat,Beckbury,Alabama,01710
240,3959246,Elizabeth,Montoya,2012-07-02,elizabeth.m@northeastern.edu,M,No,2024-06-02,1760 Mason Square,Gonzalesborough,Kentucky,01704,Eritrea,Employed,Yes,303 Rebecca Ports Apt. 353,Ruizland,Oregon,57289,95196 Jimmy Turnpike,Arianafort,Iowa,62049
241,2420836,Larry,Maxwell,1957-10-25,larry.m@northeastern.edu,F,No,2025-08-01,874 Mitchell Summit Suite 136,New Bobby,Montana,53375,Australia,Unemployed,No,8564 Lin Lane,Joshuafurt,Michigan,34362,585 Nelson Fork Suite 249,East Amytown,Missouri,12350
242,4689306,Elizabeth,Rogers,1985-05-29,elizabeth.r@northeastern.edu,M,No,2023-03-27,6274 Victoria Square Suite 709,Amandachester,Colorado,21808,French Guiana,Employed,No,7398 Amanda Island,South Erikaborough,Mississippi,45528,167 Haley River,Kathrynside,North Dakota,33854
243,1623563,Jesse,Williams,1953-12-16,jesse.w@northeastern.edu,F,No,2023-10-06,3084 Smith Tunnel Suite 371,Perryland,Maryland,86015,Czech Republic,Unemployed,Yes,0742 Benjamin Corners,Lake Blakeview,Ohio,93465,10152 Virginia Estates Apt. 045,Theresashire,Kansas,36127
244,2138944,Ryan,Nguyen,2009-05-11,ryan.n@northeastern.edu,M,No,2024-12-14,0490 Paul Street Apt. 165,Shawnland,Washington,62250,Georgia,Employed,No,8670 Jason Road,Frankfort,South Carolina,76256,919 Conway Trafficway,Johntown,Indiana,23435
245,7377725,Katie,Coffey,1954-04-14,katie.c@northeastern.edu,F,No,2024-03-02,5458 Perry Cove,North Tracytown,Hawaii,78214,Pakistan,Unemployed,No,19229 Cook Fields,Williamsland,Delaware,34043,6783 Diane River,North Katherineton,Virginia,29552
246,9367544,Miranda,Zimmerman,2004-06-19,miranda.z@northeastern.edu,M,No,2025-11-09,78915 Brittany Land Suite 331,Elizabethmouth,Maryland,34483,Martinique,Employed,Yes,6510 Mills Branch,Turnerchester,Connecticut,27092,63816 Adrian Haven,Port Joseph,Virginia,19508
247,2424177,Tracy,Ayers,1972-09-20,tracy.a@northeastern.edu,F,No,2024-08-21,10414 Mcconnell Islands Suite 768,West Jasonside,California,33351,Guatemala,Unemployed,No,11432 Nancy Prairie Suite 195,East Jennifer,Texas,28393,6909 Chen Rest,West Elizabeth,Kentucky,23035
248,7421632,Alicia,Perez,1941-02-26,alicia.p@northeastern.edu,M,No,2024-11-20,1571 Kennedy Locks,North Richard,Delaware,25560,Nepal,Employed,No,4230 Kara Estate Suite 742,South Claytonmouth,Delaware,27195,3406 Cochran Burgs,Port Lisaside,Virginia,37175
249,2834882,Christina,Wilkins,1908-01-18,christina.w@northeastern.edu,F,No,2023-04-29,9471 Matthew Cove,Barnettshire,Montana,50446,Trinidad and Tobago,Unemployed,Yes,58198 Smith Loaf,West Zachary,New Hampshire,12705,8055 Tracy Place,West Sheliabury,New Mexico,66596
250,6049714,Anthony,Johnson,1978-01-13,anthony.j@northeastern.edu,M,No,2025-02-21,6647 Johnson Glen,Lake Trevor,Rhode Island,89625,British Virgin Islands,Employed,No,18502 Dustin Port,Johnmouth,Kansas,57840,31230 Flores Highway Apt. 190,Joshualand,Kansas,21794
251,7861706,Shelley,Lewis,1998-09-20,shelley.l@northeastern.edu,F,No,2023-04-23,631 Hall Lodge Apt. 508,Johntown,Wisconsin,32993,Wallis and Futuna,Unemployed,No,95777 Jennifer Bridge Apt. 240,Scottport,Missouri,28563,61282 Brittney View Apt. 953,New Kathleenport,Hawaii,83414
252,7579640,Richard,Saunders,1987-03-26,richard.s@northeastern.edu,M,No,2025-03-16,183 Patel Rapid,Jonesland,South Dakota,66068,Greenland,Employed,Yes,6042 Keith Stravenue Apt. 861,Simmonshaven,Colorado,21229,610 Riley Rapids Apt. 905,Port Emily,Rhode Island,66353
253,2374993,Samuel,Mayo,1993-08-05,samuel.m@northeastern.edu,F,No,2022-01-27,32839 Clark Stream,East Feliciashire,Kentucky,03157,Saint Kitts and Nevis,Unemployed,No,02692 Clayton Fall,Davidchester,North Carolina,24184,124 Robinson Corner Apt. 997,Sandymouth,Mississippi,06995
254,3403917,Oscar,Smith,1951-08-03,oscar.s@northeastern.edu,M,No,2023-10-29,90153 Gail Greens Apt. 833,Angelicafort,Michigan,83284,Christmas Island,Employed,No,650 Stewart Stravenue,North Amberton,Rhode Island,18212,0895 Irwin Forge,Lake Anthonychester,Hawaii,52071
255,9255640,Jared,Smith,1914-01-22,jared.s@northeastern.edu,F,No,2023-12-04,845 Danielle Viaduct,Heathport,South Carolina,59070,Singapore,Unemployed,Yes,60183 Griffin Drive Apt. 040,Fordborough,Nebraska,55629,6023 Ann Forge Apt. 895,West Vincentbury,Mississippi,72360
256,3700341,Peter,Cline,1907-09-15,peter.c@northeastern.edu,M,No,2024-10-05,5994 Mendez Points,Diazshire,Washington,32901,Korea,Employed,No,83075 Molina Point,South Seanbury,Missouri,97749,5886 Hopkins Cliff Suite 927,Margaretfort,Vermont,63548
257,3844987,Heather,Russo,1965-02-17,heather.r@northeastern.edu,F,No,2025-06-02,6631 Sonya Burgs Suite 112,Timothyfort,Oklahoma,89776,Central African Republic,Unemployed,No,97649 Fisher Cliff Apt. 697,East Shelley,Kentucky,19166,5782 Stephen Hills Apt. 197,New Danny,Nebraska,39083
258,9309528,Ryan,Smith,1980-08-27,ryan.s@northeastern.edu,M,No,2023-12-07,77861 Ashley Plaza,Port Thomashaven,Connecticut,81245,China,Employed,Yes,97678 Horton Plaza Apt. 324,Courtneyburgh,Virginia,60067,83804 Davis Court Apt. 715,Santanaburgh,Arkansas,58628
259,8867017,Janet,Ellis,1984-01-08,janet.e@northeastern.edu,F,No,2024-03-11,16869 Jeffrey Course Suite 060,East Cesarside,South Carolina,31029,Oman,Unemployed,No,7948 Cheryl Stream,Randytown,Colorado,93217,69210 Destiny Loaf,South Margaret,Indiana,98976
260,4121136,Angela,Henry,1992-03-15,angela.h@northeastern.edu,M,No,2022-02-24,298 Amber Trafficway,Gonzalezshire,Wisconsin,47393,Malaysia,Employed,No,796 Carter Causeway,Ramirezmouth,Utah,82774,6145 Erin Lake,Davidmouth,Nevada,42490
261,7486249,Traci,Brown,1907-08-18,traci.b@northeastern.edu,F,No,2024-02-06,904 Robert Rest Apt. 939,Devinshire,Virginia,38520,Cayman Islands,Unemployed,Yes,995 Miller Centers Apt. 198,North John,Tennessee,46258,711 Travis Ridge,Swansonside,West Virginia,86772
262,2928624,Joshua,Brown,1958-02-19,joshua.b@northeastern.edu,M,No,2024-02-12,26284 Gomez Center Suite 503,Thomasshire,New Hampshire,55073,Congo,Employed,No,3541 Mitchell Meadow,Paigemouth,Kentucky,82269,5406 Robert Path,Hartview,Connecticut,52905
263,2136510,Michael,Roach,2001-03-25,michael.r@northeastern.edu,F,No,2022-11-15,90682 Fisher Vista,Garciaview,Kentucky,36849,Montserrat,Unemployed,No,1465 Cohen Hollow,New Richardport,Arkansas,99852,0452 Daniel Ramp,New Alexanderborough,North Carolina,03566
264,4055752,Lawrence,Ramos,1918-11-08,lawrence.r@northeastern.edu,M,No,2023-02-12,3718 Lisa Turnpike Apt. 031,South Steventon,Maryland,08772,New Zealand,Employed,Yes,38153 Shannon Rue,Port Donnatown,Washington,43829,4420 Erica Flats Suite 376,Paulland,Maine,05791
265,4436848,Amy,Cruz,1984-03-03,amy.c@northeastern.edu,F,No,2024-10-25,6913 Powers Prairie,Reedstad,Maryland,53041,New Caledonia,Unemployed,No,803 Lauren Row Apt. 757,Romeroside,Maine,50066,172 Holt Square,West Matthewville,Iowa,20428
266,4397611,Christopher,Foley,1991-04-17,christopher.f@northeastern.edu,M,No,2024-10-31,0666 Joshua Junctions Suite 143,Toddside,Nebraska,22537,Kenya,Employed,No,149 Rachel Vista,North Jacquelineborough,Nevada,46735,72115 Justin Inlet,Port Anthonytown,Maine,10214
267,7280967,Jessica,Dodson,1958-09-21,jessica.d@northeastern.edu,F,No,2024-11-17,6838 Phelps Grove,West Brittanyshire,Massachusetts,39318,United States Virgin Islands,Unemployed,Yes,86102 Charlotte Route Apt. 694,New Christopherborough,California,38912,55286 Gregory Mountain,Moniqueport,Virginia,03869
268,5037011,Pamela,Donaldson,2002-09-18,pamela.d@northeastern.edu,M,No,2022-03-20,031 Miller Underpass Suite 142,South Angelachester,Virginia,03415,Sudan,Employed,No,70184 Donald Union,Port Lisa,Nevada,21335,394 Williams Extensions,Lake Eric,California,79547
269,4666176,Keith,Duke,1965-12-29,keith.d@northeastern.edu,F,No,2024-05-26,9809 Jonathan Passage Suite 657,West Amytown,Kansas,15311,Sudan,Unemployed,No,5449 Cortez Expressway Apt. 341,South Karenton,Illinois,52065,271 Kimberly Avenue,Port Brendanberg,Ohio,96488
270,4781976,Michelle,Johnson,1921-11-06,michelle.j@northeastern.edu,M,No,2024-06-21,73498 Timothy Groves,Charleston,New Jersey,55227,Poland,Employed,Yes,44568 Stark Parkways Suite 329,Andrewchester,Minnesota,55372,792 Benitez Green Apt. 256,North Justin,North Dakota,40853
271,2205598,Dorothy,Smith,2010-02-10,dorothy.s@northeastern.edu,F,No,2025-08-16,74693 Kristine Ridge,East Christianmouth,Utah,15449,Burundi,Unemployed,No,824 Jones Drive,South Brendamouth,New Hampshire,86206,1184 King Village,Port Joshuaside,Indiana,37149
272,2963243,Christopher,Jacobson,1968-11-29,christopher.j@northeastern.edu,M,No,2023-05-31,95204 William Common Apt. 324,Lake Aaron,Utah,72472,Guadeloupe,Employed,No,8144 Sawyer Bridge Apt. 321,Roberttown,North Dakota,08949,863 Morris Gateway,East Amyland,Maryland,89327
273,9843074,Madison,Elliott,1936-06-09,madison.e@northeastern.edu,F,No,2024-09-16,042 Martinez Station,New Christopher,Minnesota,09315,Iceland,Unemployed,Yes,39139 Ray Pike,Williamborough,Indiana,18759,7896 Holland Row Suite 824,New Nicoleville,Indiana,43688
274,7440433,Lauren,Thomas,1937-11-18,lauren.t@northeastern.edu,M,No,2022-02-14,143 James Branch,Port Michael,New Hampshire,93905,Taiwan,Employed,No,8289 Aaron Trail Apt. 598,Walkerview,New Mexico,55638,56210 Abbott Glens Suite 030,East Coreyburgh,Vermont,01060
275,2008478,Donna,Miller,2010-03-25,donna.m@northeastern.edu,F,No,2025-01-19,8087 Galloway Tunnel Suite 365,Jacquelinetown,California,53481,French Southern Territories,Unemployed,No,1360 Francisco Street Apt. 546,West Paul,Wisconsin,65231,97550 Nicholas Flat,Blackmouth,Montana,42699
276,7517816,Candace,Johnson,1984-06-23,candace.j@northeastern.edu,M,No,2022-01-15,147 Frost Causeway Apt. 151,Marquezstad,Iowa,92429,French Southern Territories,Employed,Yes,4664 Kimberly Loaf Apt. 271,Lake Carlport,Rhode Island,45375,1406 White Dale,Lake Charles,Delaware,69827
277,4091022,Dana,Cortez,1995-04-17,dana.c@northeastern.edu,F,No,2023-10-01,391 Ray Track,East Dawnville,New Jersey,47415,Swaziland,Unemployed,No,432 Stewart Forks Apt. 032,West Derekstad,Kentucky,23611,3065 Richard Branch,Ryanmouth,West Virginia,75584
278,8203973,Ryan,Alvarado,1909-01-09,ryan.a@northeastern.edu,M,No,2025-05-30,965 Horton Glens Suite 636,Christopherstad,Ohio,96633,Mexico,Employed,No,165 Derrick Hill,Deniseberg,Maine,43022,116 Ritter Mills,New Patrick,Illinois,90905
279,4448009,David,Hughes,2009-03-31,david.h@northeastern.edu,F,No,2024-02-14,3288 James Branch Apt. 644,Malonefurt,Rhode Island,73432,Portugal,Unemployed,Yes,9576 Chen Flats Suite 265,Zacharyview,California,23659,431 Mario Parkway,Timothyfort,Minnesota,38920
280,3692212,Patrick,Barnett,1965-01-13,patrick.b@northeastern.edu,M,No,2023-12-19,6192 Cowan View Apt. 924,East Whitneyfort,Tennessee,48892,Philippines,Employed,No,718 Davis Coves Apt. 085,Port Carmen,North Dakota,26447,777 Armstrong Ville Apt. 566,Port Jose,Vermont,60786
281,6637329,Nicholas,Ruiz,2021-07-06,nicholas.r@northeastern.edu,F,No,2025-03-26,9646 Shawn Green,Port Christina,West Virginia,02171,Vietnam,Unemployed,No,1315 Sheri Wells Apt. 530,West Tabitha,Utah,29858,0851 James Vista,Port Jaimestad,Connecticut,71129
