studentNUID,geagraphySK,hometownStudentSK,calendarSK,firstName,lastName,dateOfBirth,email,gender,nationality,livingOnCampus,numberOfCreditCompleted,numberOfCreditsToDegree,graduationDate
4575369,100430,500430,810430,Christopher,Lloyd,2019-11-02,christopher.l@northeastern.edu,F,Guam,No,12,20,2024-01-12
4076493,100431,500431,810431,Rachel,Jones,1980-04-06,rachel.j@northeastern.edu,M,Mongolia,No,12,20,2024-10-13
7876722,100432,500432,810432,Ann,Lindsey,1943-05-06,ann.l@northeastern.edu,F,Palestinian Territory,No,8,24,2022-10-30
2061097,100433,500433,810433,Ashley,Gordon,1946-08-26,ashley.g@northeastern.edu,M,Tokelau,No,16,16,2025-05-29
8635419,100434,500434,810434,Patrick,Shaffer,1948-02-03,patrick.s@northeastern.edu,F,Philippines,No,4,28,2025-02-16
6207736,100435,500435,810435,Jennifer,Hammond,1916-04-07,jennifer.h@northeastern.edu,M,Palau,No,8,24,2025-02-20
5672143,100436,500436,810436,Danielle,Gibson,1937-11-29,danielle.g@northeastern.edu,F,Sao Tome and Principe,No,8,24,2025-01-19
3473498,100437,500437,810437,David,Smith,1951-04-21,david.s@northeastern.edu,M,Madagascar,No,4,28,2023-01-19
8038083,100438,500438,810438,Jessica,Sims,1927-08-04,jessica.s@northeastern.edu,F,Thailand,No,12,20,2024-04-26
3316337,100439,500439,810439,Debra,Shepherd,1917-05-17,debra.s@northeastern.edu,M,Barbados,No,12,20,2022-10-21
3591532,100440,500440,810440,Christopher,Rowe,1910-07-25,christopher.r@northeastern.edu,F,United Kingdom,No,12,20,2022-07-11
5023265,100441,500441,810441,Edwin,Fisher,1936-10-24,edwin.f@northeastern.edu,M,Cuba,No,16,16,2023-01-30
6167908,100442,500442,810442,Jaclyn,Owens,2012-01-25,jaclyn.o@northeastern.edu,F,Monaco,No,4,28,2024-01-29
7216643,100443,500443,810443,Aaron,Mccullough,1967-04-09,aaron.m@northeastern.edu,M,Portugal,No,16,16,2025-09-17
8480611,100444,500444,810444,Stephanie,Baker,2000-07-09,stephanie.b@northeastern.edu,F,Anguilla,No,16,16,2024-09-05
4230384,100445,500445,810445,Dennis,Lara,1926-09-12,dennis.l@northeastern.edu,M,American Samoa,No,4,28,2022-06-09
6546966,100446,500446,810446,Michael,Osborne,1954-04-25,michael.o@northeastern.edu,F,Lebanon,No,4,28,2024-02-23
3221806,100447,500447,810447,Misty,Weaver,1929-01-04,misty.w@northeastern.edu,M,Philippines,No,16,16,2022-09-21
7684767,100448,500448,810448,Kerri,Kane,2020-01-21,kerri.k@northeastern.edu,F,Saint Kitts and Nevis,No,16,16,2024-10-11
8088794,100449,500449,810449,Melissa,Durham,1964-04-20,melissa.d@northeastern.edu,M,Solomon Islands,No,16,16,2023-01-03
7533370,100450,500450,810450,Denise,Murray,1954-02-09,denise.m@northeastern.edu,F,Australia,No,8,24,2023-08-16
9588210,100451,500451,810451,Carrie,Randolph,1915-11-17,carrie.r@northeastern.edu,M,Sudan,No,12,20,2022-04-06
4116939,100452,500452,810452,Brett,Dawson,1954-01-02,brett.d@northeastern.edu,F,Togo,No,4,28,2024-07-18
6546627,100453,500453,810453,John,Jimenez,1971-10-01,john.j@northeastern.edu,M,Iraq,No,12,20,2024-12-06
3868638,100454,500454,810454,Melissa,Jordan,1959-09-15,melissa.j@northeastern.edu,F,South Georgia and the South Sandwich Islands,No,12,20,2024-11-30
1806632,100455,500455,810455,Jon,Dougherty,1944-11-20,jon.d@northeastern.edu,M,Brunei Darussalam,No,16,16,2022-09-07
6605272,100456,500456,810456,Mary,Butler,1943-04-08,mary.b@northeastern.edu,F,Faroe Islands,No,4,28,2025-04-06
6629356,100457,500457,810457,Todd,Martinez,1977-08-11,todd.m@northeastern.edu,M,Holy See (Vatican City State),No,4,28,2024-06-10
4736371,100458,500458,810458,Becky,Smith,1966-11-14,becky.s@northeastern.edu,F,Swaziland,No,12,20,2022-10-10
4844418,100459,500459,810459,Malik,Webb,2002-06-19,malik.w@northeastern.edu,M,Peru,No,16,16,2024-01-19
3604089,100460,500460,810460,Monica,Villarreal,1940-04-08,monica.v@northeastern.edu,F,Monaco,No,16,16,2025-08-13
9271972,100461,500461,810461,Shelby,Winters,1909-10-19,shelby.w@northeastern.edu,M,Ireland,No,12,20,2023-05-01
6050108,100462,500462,810462,Scott,Rose,1919-09-04,scott.r@northeastern.edu,F,Sweden,No,4,28,2025-11-26
2021805,100463,500463,810463,Steven,Carter,1930-01-25,steven.c@northeastern.edu,M,Malawi,No,8,24,2022-12-12
8362938,100464,500464,810464,Christine,Morris,1914-10-22,christine.m@northeastern.edu,F,Serbia,No,16,16,2022-05-16
1628223,100465,500465,810465,Laura,Olson,1961-06-09,laura.o@northeastern.edu,M,Poland,No,12,20,2023-01-09
1942186,100466,500466,810466,Andrew,Koch,1975-07-15,andrew.k@northeastern.edu,F,Armenia,No,4,28,2025-09-04
5577592,100467,500467,810467,Tyrone,Bowers,1955-08-01,tyrone.b@northeastern.edu,M,Somalia,No,4,28,2022-01-30
1160205,100468,500468,810468,James,Walton,1919-10-09,james.w@northeastern.edu,F,Congo,No,12,20,2023-05-17
5957831,100469,500469,810469,Victoria,Spencer,1965-02-07,victoria.s@northeastern.edu,M,Uzbekistan,No,8,24,2022-04-11
9200915,100470,500470,810470,Alexander,Short,1977-02-18,alexander.s@northeastern.edu,F,Singapore,No,12,20,2023-11-06
8305939,100471,500471,810471,Sarah,Fox,2004-04-23,sarah.f@northeastern.edu,M,Canada,No,4,28,2023-08-07
7019482,100472,500472,810472,Rhonda,Burch,1960-07-20,rhonda.b@northeastern.edu,F,Dominican Republic,No,16,16,2023-10-23
6187475,100473,500473,810473,Benjamin,Weaver,1956-06-03,benjamin.w@northeastern.edu,M,Argentina,No,16,16,2024-08-17
6441514,100474,500474,810474,Joseph,Fernandez,2016-08-09,joseph.f@northeastern.edu,F,Italy,No,16,16,2025-08-04
7710584,100475,500475,810475,Tyler,Ferguson,1986-12-31,tyler.f@northeastern.edu,M,Equatorial Guinea,No,16,16,2024-05-09
2926399,100476,500476,810476,James,Carson,1997-07-10,james.c@northeastern.edu,F,Uzbekistan,No,16,16,2025-10-27
1970243,100477,500477,810477,Joyce,Long,1944-09-05,joyce.l@northeastern.edu,M,Croatia,No,8,24,2024-12-21
1545445,100478,500478,810478,Sabrina,Miller,1985-04-08,sabrina.m@northeastern.edu,F,Sudan,No,16,16,2025-11-14
3043501,100479,500479,810479,Julie,Ward,2018-11-17,julie.w@northeastern.edu,M,Portugal,No,12,20,2025-06-10
8155306,100480,500480,810480,Steven,Thomas,1998-06-03,steven.t@northeastern.edu,F,Somalia,No,12,20,2025-05-01
6693107,100481,500481,810481,Jasmine,Bradley,1981-05-19,jasmine.b@northeastern.edu,M,Svalbard & Jan Mayen Islands,No,16,16,2022-07-13
3352619,100482,500482,810482,Jason,Walter,2020-08-13,jason.w@northeastern.edu,F,United States Virgin Islands,No,12,20,2022-05-22
2858121,100483,500483,810483,Alec,Marquez,1917-01-26,alec.m@northeastern.edu,M,Peru,No,8,24,2023-02-01
7333386,100484,500484,810484,Janice,Underwood,1991-11-21,janice.u@northeastern.edu,F,Vietnam,No,8,24,2023-05-25
2091534,100485,500485,810485,Michele,Fitzgerald,2001-03-13,michele.f@northeastern.edu,M,Antarctica (the territory South of 60 deg S),No,16,16,2025-06-05
2969085,100486,500486,810486,James,Greene,1910-02-25,james.g@northeastern.edu,F,Lithuania,No,4,28,2022-09-11
4061463,100487,500487,810487,Jennifer,Gibson,1957-03-08,jennifer.g@northeastern.edu,M,Palestinian Territory,No,8,24,2023-06-16
9178079,100488,500488,810488,Christina,Reeves,1993-06-20,christina.r@northeastern.edu,F,Kyrgyz Republic,No,8,24,2025-02-20
5205395,100489,500489,810489,Walter,Jones,1927-08-03,walter.j@northeastern.edu,M,Panama,No,8,24,2023-05-07
7565113,100490,500490,810490,Scott,Garza,1971-12-30,scott.g@northeastern.edu,F,Netherlands,No,4,28,2022-02-17
7807852,100491,500491,810491,Sherry,Collier,1918-08-02,sherry.c@northeastern.edu,M,Latvia,No,16,16,2024-07-30
8174219,100492,500492,810492,Kimberly,Smith,1970-11-01,kimberly.s@northeastern.edu,F,El Salvador,No,12,20,2023-10-03
9296538,100493,500493,810493,Mary,Rivera,1912-07-27,mary.r@northeastern.edu,M,Nepal,No,8,24,2025-03-11
3992805,100494,500494,810494,Kristen,Trujillo,1949-03-09,kristen.t@northeastern.edu,F,Saint Vincent and the Grenadines,No,16,16,2025-08-24
3649581,100495,500495,810495,Mark,Johns,2010-02-16,mark.j@northeastern.edu,M,Honduras,No,12,20,2022-09-25
4553520,100496,500496,810496,Ryan,Smith,1991-08-26,ryan.s@northeastern.edu,F,Costa Rica,No,16,16,2024-03-03
2169123,100497,500497,810497,Melissa,Nichols,1946-06-07,melissa.n@northeastern.edu,M,Ecuador,No,8,24,2025-08-06
1576446,100498,500498,810498,Brad,Johnson,1917-07-21,brad.j@northeastern.edu,F,Poland,No,8,24,2023-03-22
3126372,100499,500499,810499,Elizabeth,Hines,1921-05-30,elizabeth.h@northeastern.edu,M,Israel,No,4,28,2024-03-25
7422770,100500,500500,810500,Billy,Becker,1941-01-15,billy.b@northeastern.edu,F,Guernsey,No,16,16,2025-12-06
